   0.0000000e+00   0.0000000e+00
   8.5369100e+00  -4.1745500e-01
   8.5698600e+00  -4.2220800e-01
   8.6028200e+00  -4.2696100e-01
   8.6017900e+00  -3.3229100e-01
   8.3579900e+00  -2.3093700e-01
   8.0295100e+00  -1.3968100e-01
   7.7467600e+00  -9.3777600e-02
   7.6337000e+00  -2.2208900e-01
   7.6701100e+00  -4.0120200e-01
   7.7002000e+00  -5.1202500e-01
   7.5942000e+00  -6.4012700e-01
   7.4706400e+00  -6.9964200e-01
   7.2188100e+00  -6.8778800e-01
   7.0453800e+00  -7.7146600e-01
   6.8830700e+00  -7.8682500e-01
   6.6243200e+00  -6.3565300e-01
   6.3057700e+00  -5.0487400e-01
   6.2231700e+00  -2.9822500e-01
   6.4003700e+00  -1.4373500e-01
   6.6263600e+00  -4.7330100e-02
   6.7585600e+00   1.5463700e-01
   6.8382500e+00   4.0485400e-01
   6.9436700e+00   4.7374100e-01
   7.0477400e+00   2.5625200e-01
   7.2105100e+00   1.1229100e-01
   7.4088300e+00  -1.0285700e-02
   7.6316400e+00  -1.2905400e-01
   7.8710700e+00  -2.2760800e-01
   8.0148700e+00  -2.4357000e-01
   8.1476400e+00  -2.7590400e-01
   8.3834300e+00  -1.4918800e-01
   8.2143400e+00  -6.0616200e-02
   8.1556800e+00  -1.0046700e-01
   8.1293300e+00  -1.5895700e-01
   8.1572200e+00  -2.8391400e-01
   8.2652000e+00  -4.1560900e-01
   8.2342700e+00  -4.4500800e-01
   8.2066900e+00  -5.6450700e-01
   8.2576100e+00  -6.9811400e-01
   8.2542400e+00  -7.4379900e-01
   8.2679400e+00  -7.5314300e-01
   8.3739900e+00  -7.0354900e-01
   8.4867800e+00  -6.5735100e-01
   8.6616600e+00  -6.2390100e-01
   8.8163300e+00  -4.9039400e-01
   8.7647800e+00  -3.2822200e-01
   8.6680800e+00  -8.4043400e-02
   8.5862900e+00   6.5982100e-02
   8.4635200e+00   1.9783000e-01
   8.2921600e+00   1.8594800e-01
   8.2145000e+00   5.9548600e-02
   8.2515900e+00  -2.7766300e-02
   8.3528100e+00  -3.0634100e-02
   8.5080900e+00  -1.8189600e-02
   8.5340600e+00   2.1945000e-02
   8.5090900e+00   4.3053200e-02
   8.3925200e+00   7.7665100e-02
   8.1461000e+00   2.5861200e-01
   7.7875800e+00   4.0634600e-01
   7.3639800e+00   4.4710400e-01
   7.0357800e+00   4.5105400e-01
   6.8090900e+00   4.9619400e-01
   6.6413400e+00   5.2950700e-01
   6.5573400e+00   4.9378300e-01
   6.5804800e+00   3.2368600e-01
   6.6749900e+00   1.4975300e-01
   6.8959500e+00   6.5455700e-02
   7.1681800e+00   3.0063500e-02
   7.4565500e+00  -4.3721500e-02
   7.8211700e+00  -1.9164500e-01
   8.2799500e+00  -3.8246400e-01
   8.7138400e+00  -4.9586100e-01
   8.9650800e+00  -4.8319800e-01
   8.9625800e+00  -4.3420500e-01
   8.7470500e+00  -3.8637400e-01
   8.4522700e+00  -4.0660700e-01
   8.0464200e+00  -3.2781900e-01
   7.4873200e+00  -1.2435400e-01
   6.9293000e+00   1.0029500e-01
   6.5029700e+00   2.1309400e-01
   6.3150400e+00   2.4669400e-01
   6.3236600e+00   2.2263400e-01
   6.4440100e+00   2.2591300e-01
   6.5969800e+00   2.0636500e-01
   6.7387300e+00   1.3371200e-01
   6.7663800e+00   6.5330400e-03
   6.8222900e+00  -1.5475100e-01
   6.8723500e+00  -2.3846800e-01
   6.9399100e+00  -2.5080700e-01
   6.9696500e+00  -2.2011300e-01
   7.0433500e+00  -1.9994500e-01
   7.1468700e+00  -2.1881700e-01
   7.2658000e+00  -2.2933000e-01
   7.3093400e+00  -1.5930400e-01
   7.2784600e+00  -1.0479400e-01
   7.2340200e+00  -9.3657400e-02
   7.2773900e+00  -1.4091700e-01
   7.3816300e+00  -2.4747900e-01
   7.5837300e+00  -3.4600000e-01
   7.8843300e+00  -4.0443400e-01
   8.2126600e+00  -4.4272300e-01
   8.5380100e+00  -4.9269600e-01
   8.7553700e+00  -5.5581400e-01
   8.7995600e+00  -5.9262400e-01
   8.7670300e+00  -6.3658400e-01
   8.6836800e+00  -7.0252900e-01
   8.5624300e+00  -7.3890300e-01
   8.4216500e+00  -7.3296800e-01
   8.2290300e+00  -7.4910000e-01
   8.0354000e+00  -7.4460500e-01
   7.9372900e+00  -6.6685400e-01
   7.8915900e+00  -4.7038200e-01
   7.8488400e+00  -1.7316700e-01
   7.8381400e+00   1.0811400e-01
   7.8939500e+00   3.2371900e-01
   7.9985600e+00   5.1554200e-01
   8.1369900e+00   6.9925000e-01
   8.2564500e+00   7.7410900e-01
   8.3399600e+00   7.1560800e-01
   8.4054100e+00   6.0504700e-01
   8.3547800e+00   4.6631500e-01
